lead1,lead2,lead3
4173419,4197284,4203282
4172705,4198988,4205920
4176802,4197286,4200033
4179175,4196067,4196393
4177924,4195741,4197263
4169333,4200559,4210879
4173098,4198841,4205409
4177203,4196999,4199407
4179661,4195304,4195188
4178628,4194843,4195677
4169334,4200935,4211227
4172812,4199330,4206178
4176975,4197417,4200067
4179461,4195667,4195768
4178043,4195561,4197006
4169210,4200901,4211310
4173046,4199150,4205742
4177160,4197357,4199754
4179593,4195696,4195584
4178175,4195612,4196909
4170107,4199436,4208932
4174831,4195416,4200181
4178578,4194222,4195281
4179825,4195291,4195048
4177993,4196067,4197572
4169075,4201207,4211684
4172748,4199510,4206366
4176782,4197680,4200523
4179257,4195979,4196318
4177915,4195817,4197443
4169039,4201174,4211716
4172755,4199369,4206231
4176814,4197436,4200241
4179575,4195182,4195176
4167161,4202324,4214725
4168895,4201454,4212142
4172637,4199477,4206490
4176862,4197086,4199876
4179173,4195579,4196002
4167118,4202110,4214530
4168923,4201142,4211795
4172695,4199168,4206088
4176836,4196806,4199531
4179183,4195391,4195749
4168109,4200506,4211937
4170931,4197571,4206175
4173866,4196301,4201983
4176828,4196183,4198951
4178874,4195380,4196078
4166862,4201815,4214508
4168590,4200859,4211846
4172398,4198978,4206215
4176555,4196584,4199618
4178766,4195049,4195817
4166837,4201513,4214182
4168548,4200572,4211554
4172306,4198634,4205924
4176685,4195722,4198603
4180132,4191952,4191320
4166559,4202109,4215107
4168313,4201067,4212358
4172117,4199118,4206644
4176307,4196732,4200051
4168169,4201084,4212402
4166956,4201909,4214478
4168766,4200817,4211599
4172801,4198383,4205123
4176832,4196267,4198931
4169280,4199892,4210028
4169363,4198631,4208652
4170477,4198230,4207200
4172934,4197977,4204569
4176669,4196463,4199291
4168211,4201172,4212457
4166981,4201890,4214376
4168806,4200835,4211558
4172828,4198502,4205259
4176842,4196338,4199081
4168410,4201080,4212164
4167128,4201808,4214227
4168915,4200830,4211477
4173279,4198001,4204332
4178528,4193477,4194499
4168043,4201509,4213014
4166810,4202222,4214955
4168600,4201154,4212092
4172605,4198652,4205642
4172399,4199177,4206289
4168305,4201275,4212472
4167160,4201869,4214206
4169143,4200271,4210669
4172973,4198155,4204798
4173268,4198118,4204281
4170597,4198036,4206885
4169203,4198951,4209205
4169455,4199603,4209617
4172729,4198174,4204947
4172392,4199205,4206273
4168243,4201206,4212488
4167060,4201699,4214233
4169001,4200178,4210786
4172795,4197950,4204708
4172494,4198888,4205908
4168399,4200889,4212009
4167210,4201462,4213783
4169512,4199452,4209477
4174739,4194907,4199644
4172188,4199349,4206605
4168116,4201410,4212776
4166931,4202016,4214571
4168913,4200434,4211026
4172836,4198164,4204866
4172169,4198925,4206199
4168188,4200978,4212314
4167141,4201568,4213972
4169127,4199914,4210333
4177607,4195461,4197307
4174403,4195061,4200118
4170249,4197747,4207053
4167853,4200358,4212024
4169121,4200036,4210437
4176892,4197285,4199831
4172549,4199055,4205951
4168542,4200985,4211944
4167601,4201097,4212964
4169460,4199659,4209685
4177164,4197041,4199337
4172800,4198864,4205519
4168785,4200753,4211484
4168230,4200391,4211684
4171742,4196916,4204659
4177105,4197494,4199895
4172653,4199294,4206154
4168633,4201138,4212128
4167632,4201192,4213174
4169428,4199873,4210068
4177090,4197161,4199563
4172604,4198930,4205756
4168510,4200774,4211779
4167536,4200885,4212882
4169331,4199461,4209686
4178531,4193229,4194184
4173769,4196025,4201794
4168689,4200534,4211423
4167430,4201372,4213534
4178674,4196822,4197723
4177221,4197227,4199448
4172831,4198925,4205541
4168948,4200388,4210950
4167790,4200645,4212346
4178624,4196704,4197563
4177145,4197082,4199364
4172721,4198713,4205432
4169372,4199677,4209809
4170179,4197988,4207330
4178352,4196815,4197996
4176870,4197121,4199698
4172573,4198698,4205563
4168786,4200026,4210722
4167612,4200415,4212281
4178341,4196461,4197604
4176896,4196796,4199359
4172648,4198463,4205261
4168872,4199887,4210519
4167764,4200195,4211977
4179941,4192600,4192184
4178145,4193638,4195021
4172893,4197995,4204643
4168755,4200341,4211136
4167636,4200808,4212714
4178404,4196959,4198018
4176961,4197283,4199763
4172496,4198916,4205861
4168774,4200346,4211016
4176303,4197629,4200881
4178508,4196531,4197518
4177087,4196743,4199100
4173385,4197484,4203534
4171377,4197041,4205172
4175914,4197619,4201264
4178208,4196450,4197787
4176785,4196643,4199332
4172545,4197789,4204704
4168833,4199459,4210212
4176134,4197150,4200590
4178340,4196166,4197312
4176997,4196452,4198911
4172985,4197572,4204075
4169100,4199238,4209642
4177995,4193285,4194900
4180052,4192861,4192462
4177500,4195834,4197906
4172865,4197861,4204503
4168893,4199515,4210186
4176107,4197485,4200943
4178381,4196395,4197545
4176954,4196605,4199130
4172727,4197776,4204491
4172388,4199155,4206380
4176369,4197480,4200641
4178592,4196374,4197242
4177686,4195695,4197459
4175311,4194834,4198964
4171935,4199452,4207084
4176018,4197713,4201253
4178231,4196501,4197764
4176977,4196133,4198606
4172878,4197517,4204159
4172256,4199336,4206647
4176261,4197564,4200872
4178472,4196340,4197421
4177258,4196070,4198247
4173165,4197508,4203744
4174084,4195491,4200882
4177822,4194037,4195752
4178878,4195623,4196294
4177094,4196289,4198640
4172743,4197696,4204369
4172220,4199356,4206681
4176209,4197622,4200900
4178434,4196372,4197407
4177097,4196013,4198368
4172845,4197477,4204100
4172318,4199157,4206433
4176347,4197435,4200655
4178814,4195799,4196472
4178946,4193155,4193600
4168394,4201292,4212427
4172246,4199525,4206821
4176331,4197689,4200818
4178713,4195999,4196659
4177320,4195890,4197931
4168632,4201114,4211898
4172451,4199300,4206334
4176472,4197432,4200460
4178810,4195722,4196381
4177431,4195594,4197557
4170814,4197656,4206215
4173700,4196497,4202210
4176625,4196911,4199764
4178807,4195919,4196548
4177378,4195941,4197947
4168703,4201298,4212064
4172476,4199561,4206579
4176487,4197669,4200704
4178877,4195922,4196556
4177516,4195915,4197834
4168596,4201019,4211888
4172397,4199248,4206381
4176700,4196890,4199712
4180324,4192792,4191876
4179478,4191518,4191393
4168261,4201469,4212671
4172059,4199587,4207035
4175997,4197585,4201087
4178372,4195828,4196879
4166751,4201913,4214637
4168460,4200894,4211945
4172203,4198964,4206299
4176342,4196605,4199743
4178577,4195115,4195994
4169042,4198540,4208954
4170162,4198169,4207457
4172349,4198387,4205547
4176095,4196656,4200050
4178335,4195256,4196387
4166714,4201795,4214587
4168484,4200817,4211832
4172276,4198975,4206209
4176355,4196670,4199714
4178588,4195220,4195968
4166946,4201686,4214134
4168706,4200760,4211459
4172741,4198475,4205172
4178085,4193774,4195046
4180683,4190940,4189649
4166761,4202140,4214879
4168620,4201182,4212080
4172405,4199201,4206338
4176497,4196747,4199760
4178708,4195407,4196167
4166922,4201853,4214390
4168662,4200874,4211656
4172424,4198990,4206018
4176517,4196713,4199617
4170376,4197653,4206673
4169199,4198524,4208713
4169456,4199582,4209530
4172652,4198245,4205016
4176573,4196109,4198971
4167989,4200969,4212411
4167013,4201685,4214087
4168762,4200583,4211226
4172733,4198168,4204897
4176754,4196101,4198805
4168285,4200817,4211924
4167134,4201560,4213851
4169192,4200162,4210392
4174528,4195426,4200337
4179035,4191820,4192235
4168013,4201382,4212833
4166885,4202020,4214555
4168736,4200876,4211571
4172755,4198421,4205149
4176718,4196298,4199009
4168250,4201124,4212362
4167024,4201882,4214344
4168769,4200798,4211545
4172732,4198341,4205143
4174132,4195359,4200600
4170022,4198086,4207486
4167464,4201166,4213174
4168940,4200519,4211081
4172848,4198228,4204932
4172242,4199100,4206318
4168298,4201140,4212366
4167136,4201712,4214058
4169067,4200163,4210565
4172884,4198023,4204663
4172352,4199073,4206145
4168378,4201049,4212175
4167622,4201208,4213077
4171302,4197484,4205652
4175692,4193856,4197652
4171663,4199398,4207119
4167746,4201380,4213130
4166781,4201833,4214581
4168786,4200171,4210923
4172586,4198003,4204940
4171848,4199018,4206588
4168029,4201059,4212550
4167068,4201584,4214080
4168997,4200009,4210563
4172756,4197929,4204721
4173419,4195895,4202024
4168243,4200512,4211838
4166868,4201765,4214406
4168887,4200227,4210792
4176506,4197181,4200076
4172323,4198970,4206091
4168362,4200931,4212032
4167524,4201138,4212979
4169417,4199870,4209842
4176785,4197294,4199855
4172508,4199008,4205873
4169042,4200384,4210771
4170105,4198268,4207606
4172642,4195898,4202726
4176674,4197500,4200228
4172367,4199239,4206263
4168420,4201031,4212084
4167599,4201136,4213014
4169436,4199827,4209869
4176939,4197266,4199703
4172706,4199018,4205695
4168754,4200805,4211523
4167832,4200890,4212514
4169665,4199682,4209466
4178283,4193861,4195042
4172939,4198379,4204898
4168734,4201101,4211871
4167762,4201121,4212860
4169472,4199697,4209716
4176961,4197210,4199672
4172594,4198906,4205713
4168559,4200686,4211575
4167651,4200708,4212539
4178355,4196406,4197525
4176793,4196773,4199317
4172869,4197957,4204444
4171098,4197194,4205589
4171055,4196294,4204796
4178054,4196611,4198102
4176535,4196979,4199891
4172191,4198578,4205800
4168623,4199908,4210755
4167725,4200261,4212072
4177944,4196501,4198012
4176498,4196836,4199790
4172364,4198452,4205552
4168772,4199841,4210575
4167835,4200243,4211932
4179501,4193246,4193278
4176871,4196384,4198977
4172324,4198995,4206063
4168672,4200412,4211121
4167651,4200726,4212432
4178011,4196741,4198170
4176562,4197097,4199904
4172436,4198744,4205739
4168817,4200094,4210804
4167901,4200363,4212018
4178202,4196602,4197943
4176891,4196578,4199135
4173955,4196092,4201591
4171652,4196169,4204037
4175983,4197790,4201339
4178254,4196819,4198009
4176799,4196992,4199589
4172524,4198049,4204926
4168888,4199664,4210244
4176246,4197514,4200714
4178482,4196540,4197464
4177121,4196745,4199026
4173000,4197806,4204199
4169236,4199423,4209603
4177838,4193919,4195635
4178828,4195689,4196377
4176952,4196913,4199415
4172798,4198016,4204663
4168897,4199572,4210144
4176078,4197453,4200882
4178290,4196452,4197589
4176848,4196569,4199141
4172636,4197654,4204473
4168904,4199383,4210014
4176175,4197279,4200638
4178571,4195871,4196770
4178266,4193772,4194941
4175242,4193632,4197890
4170372,4197571,4206734
4175968,4197425,4201020
4178182,4196445,4197749
4176683,4196724,4199453
4172540,4197924,4204766
4172290,4199025,4206310
4176226,4197417,4200727
4178415,4196271,4197305
4177193,4195896,4198084
4173027,4197291,4203661
4173708,4196088,4201853
4176344,4196829,4199939
4178226,4196477,4197625
4177004,4196219,4198571
4172947,4197602,4203994
4172415,4199152,4206272
4176335,4197583,4200685
4178570,4196463,4197256
4177232,4196144,4198240
4172877,4197530,4203982
4172540,4199202,4206171
4176656,4197082,4199896
4179746,4193626,4193235
4179216,4192027,4192150
4174147,4195791,4201044
4172226,4199358,4206642
4176191,4197656,4200915
4178373,4196516,4197521
4177034,4196227,4198514
4168731,4200893,4211667
4172435,4199125,4206207
4176324,4197308,4200469
4178479,4195651,4196532
4177176,4195599,4197682
4170588,4197830,4206634
4172572,4198251,4205160
4175950,4197193,4200691
4178135,4195503,4196750
4176724,4195365,4198008
4168610,4200685,4211543
4172360,4199006,4206183
4176234,4197195,4200415
4178485,4195521,4196434
4177114,4195417,4197647
4168732,4200713,4211402
4172671,4198573,4205368
4177631,4194489,4196287
4180512,4191435,4190351
4178134,4193590,4194844
4168583,4201054,4211947
4172325,4199305,4206480
4176219,4197493,4200719
4178454,4195835,4196788
4177141,4195769,4198020
4168730,4201087,4211819
4172492,4199298,4206250
4176443,4197483,4200445
4178672,4195804,4196498
4169267,4198857,4209047
4169379,4200194,4210287
4172517,4199198,4206196
4176549,4196850,4199830
4178685,4195353,4196133
4167066,4201854,4214166
4168811,4200911,4211513
4172581,4199067,4205945
4176681,4196709,4199449
4178694,4195341,4196005
4167197,4201848,4214000
4169152,4200522,4210696
4174001,4196339,4201634
4178820,4192445,4192983
4179909,4193201,4192678
4166947,4202177,4214609
4168671,4201175,4211937
4172387,4199254,4206330
4176498,4196858,4199770
4178595,4195401,4196161
4167003,4201831,4214219
4168719,4200796,4211532
4172437,4198822,4205909
4176474,4196463,4199434
4178576,4194953,4195728
4167272,4201034,4213191
4168329,4200914,4212031
4172031,4198980,4206440
4176086,4196637,4199999
4167867,4201159,4212739
4166935,4201762,4214279
4168707,4200622,4211369
4172487,4198261,4205259
4176433,4196260,4199283
4168148,4200991,4212189
4167422,4201211,4213150
4170615,4197988,4206787
4175252,4194124,4198354
4177817,4194060,4195742
4167940,4201260,4212768
4166919,4201832,4214388
4168618,4200759,4211602
4172566,4198298,4205257
4176663,4196076,4198955
4168095,4200942,4212372
4167136,4201621,4213993
4168865,4200496,4211157
4172572,4198031,4205001
4176539,4195861,4198865
4168282,4200408,4211643
4166844,4201859,4214535
4168589,4200763,4211680
4172536,4198350,4205350
4176614,4196263,4199165
4167993,4201308,4212731
4167144,4201940,4214242
4168904,4200779,4211386
4172584,4198360,4205346
4172338,4198971,4206013
4168725,4200518,4211223
4169148,4199063,4209331
4172254,4195969,4203146
4174797,4195144,4199773
4171914,4199151,4206613
4168081,4201113,4212462
4167074,4201695,4214030
4169024,4200233,4210614
4172762,4198029,4204750
4172224,4199030,4206230
4168330,4201065,4212160
4167314,4201560,4213650
4169272,4199932,4210075
4172953,4197724,4204244
4172262,4198313,4205393
4167885,4201331,4212781
4166838,4201829,4214319
4168822,4200047,4210610
4172574,4197827,4204728
4171976,4199017,4206398
4168106,4201037,4212302
4167117,4201570,4213850
4169052,4200020,4210374
4176323,4196980,4200026
4172448,4198385,4205292
4170079,4198283,4207609
4170512,4196922,4205831
4170867,4197402,4205991
4175898,4197065,4200539
4171653,4198877,4206568
4168071,4200720,4212067
4167513,4200787,4212690
4169323,4199449,4209562
4175970,4196867,4200240
4171814,4198663,4206211
4168189,4200514,4211758
4167616,4200498,4212345
4169463,4199189,4209164
4176335,4196212,4199262
4171777,4199106,4206682
4168059,4200930,4212353
4167416,4200996,4213105
4169228,4199728,4209999
4176182,4197292,4200464
4172069,4199139,4206396
4168260,4201028,4212118
4167619,4201051,4212832
4169451,4199555,4209532
4176535,4196790,4199603
4173807,4196546,4202028
4170867,4197274,4205772
4168946,4199087,4209549
4177860,4196814,4198327
4176423,4197162,4200111
4172315,4198810,4205832
4168731,4200186,4210789
4167915,4200472,4211924
4178089,4196660,4197913
4176543,4197002,4199780
4172229,4198619,4205681
4168783,4199956,4210493
4168123,4200159,4211385
4178236,4195922,4197145
4176320,4197276,4200354
4172009,4198931,4206360
4168541,4200374,4211363
4167811,4200712,4212413
4177861,4196700,4198232
4176393,4197071,4200045
4172220,4198693,4205827
4168752,4199989,4210617
4167932,4200248,4211693
4177989,4196140,4197537
4177662,4194221,4195875
4174214,4194745,4199929
4169527,4198518,4208387
4167615,4200642,4212372
4177594,4196797,4198550
4176087,4197206,4200404
4171996,4198856,4206198
4168604,4200233,4211072
4175808,4197564,4201234
4177725,4196632,4198299
4176303,4196842,4199854
4172457,4197931,4204839
4168906,4199564,4210084
4175852,4197004,4200583
4177297,4196927,4199020
4175867,4197209,4200688
4172090,4198389,4205643
4168642,4200100,4210883
4175607,4197829,4201735
4177470,4196767,4198796
4175927,4197009,4200538
4172088,4198192,4205528
4168713,4199806,4210532
4175816,4197241,4200878
4178777,4193984,4194564
